customer id sent,INTEGER
sent firstname,STR
sent lastname,STR
emailed to,STR
redeem date,TIME
redeem ip,STR
restrict id,INTEGER
coupon restrict,STR
coupon type,STR
coupon name,STR
coupon description,STR
customers nick,STR
customers group pricing,INTEGER
customers email format,STR
customers authorization,INTEGER
customers referral,STR
customers paypal payerid,STR
customers paypal ec,INTEGER
products options sort order,STR
cache entry name,STR
cache entry created,INTEGER
archive id,INTEGER
email to name,STR
email to address,STR
email from name,STR
email from address,STR
email html,STR
email text,STR
pages id,INTEGER
pages title,STR
alt url,STR
alt url external,STR
pages html text,STR
status header,INTEGER
status sidebox,INTEGER
status footer,INTEGER
status toc,INTEGER
header sort order,INTEGER
sidebox sort order,INTEGER
footer sort order,INTEGER
toc sort order,INTEGER
page open new window,INTEGER
page is ssl,INTEGER
toc chapter,INTEGER
featured id,INTEGER
featured date added,TIME
featured last modified,TIME
featured date available,TIME
files uploaded id,INTEGER
files uploaded name,STR
get term name,STR
get term table,STR
get term name field,STR
group percentage,FLOAT
layout template,STR
layout box name,STR
layout box status,INTEGER
layout box location,INTEGER
layout box sort order,INTEGER
layout box sort order single,INTEGER
layout box status single,INTEGER
clip id,INTEGER
clip type,INTEGER
clip filename,STR
type name,STR
type ext,STR
metatags title,STR
metatags keywords,STR
metatags description,STR
music genre id,INTEGER
music genre name,STR
payment module code,STR
shipping module code,STR
products prid,STR
paypal ipn id,INTEGER
mc currency,STR
payer business name,STR
address name,STR
address street,STR
address city,STR
address state,STR
address zip,STR
address country,STR
address status,STR
payer email,STR
payer id,STR
payer status,STR
num cart items,INTEGER
mc gross,FLOAT
payment status name,STR
payment status history id,INTEGER
artists id,INTEGER
record company id,INTEGER
product type id,INTEGER
type handler,STR
type master type,INTEGER
allow add to cart,STR
default image,STR
products type,INTEGER
discount qty,FLOAT
discount price,FLOAT
products options type,INTEGER
products options length,INTEGER
products options comment,STR
products options size,INTEGER
products options images per row,INTEGER
products options images style,INTEGER
products options rows,INTEGER
products options types id,INTEGER
products options types name,STR
products options values sort order,INTEGER
project version id,INTEGER
project version key,STR
project version major,STR
project version minor,STR
project version patch,STR
project version patch1 source,STR
project version patch2 source,STR
project version comment,STR
project version date applied,TIME
query category,STR
query name,STR
query description,STR
query string,STR
query keys list,STR
artists name,STR
artists image,STR
artists url,STR
record company name,STR
record company image,STR
record company url,STR
sale id,INTEGER
sale status,INTEGER
sale name,STR
sale deduction value,FLOAT
template dir,STR
template language,STR
upgrade exception id,INTEGER
sql file,STR
errordate,TIME
sqlstatement,STR
host address,STR
ip addr,STR
brute force,INTEGER
msg author,STR
msg body,STR
msg date,TIME
msg raw ip,STR
msg hdr ip,STR
author md5 id,STR
recipient email,STR
sender ip,STR
exif data,STR
user favpics,STR
search phrase,STR
sdate,INTEGER
english name,STR
native name,STR
custom name,STR
total filesize,INTEGER
pwidth,INTEGER
pheight,INTEGER
ctime,INTEGER
pic rating,INTEGER
group quota,INTEGER
has admin access,INTEGER
can rate pictures,INTEGER
can send ecards,INTEGER
can post comments,INTEGER
can upload pictures,INTEGER
can create albums,INTEGER
pub upl need approval,INTEGER
priv upl need approval,INTEGER
pic id,INTEGER
user md5 id,STR
vote time,INTEGER
birth number,STR
tkey id,INTEGER
error message corrected target in aleph,STR
accuracy,FLOAT
run id,INTEGER
repeat,INTEGER
fold,INTEGER
iteration,INTEGER
setup string,STR
evaluation,STR
ldh,INTEGER
alp,INTEGER
brand,STR
focal length mm,FLOAT
max aperture,FLOAT
camera lens id,INTEGER
ban creator,INTEGER
disp position,INTEGER
search for,STR
replace with,STR
read forum,INTEGER
post replies,INTEGER
post topics,INTEGER
redirect url,STR
moderators,STR
num topics,INTEGER
num posts,INTEGER
last post id,INTEGER
last poster,STR
g id,INTEGER
g title,STR
g user title,STR
g promote min posts,INTEGER
g promote next group,INTEGER
g moderator,INTEGER
g mod edit users,INTEGER
g mod rename users,INTEGER
g mod change passwords,INTEGER
g mod ban users,INTEGER
g mod promote users,INTEGER
g read board,INTEGER
g view users,INTEGER
g post replies,INTEGER
g post topics,INTEGER
g edit posts,INTEGER
g delete posts,INTEGER
g delete topics,INTEGER
g post links,INTEGER
g set title,INTEGER
g search,INTEGER
g search users,INTEGER
g send email,INTEGER
g post flood,INTEGER
g search flood,INTEGER
g email flood,INTEGER
g report flood,INTEGER
ident,STR
logged,INTEGER
idle,INTEGER
last search,INTEGER
hide smilies,INTEGER
edited,INTEGER
edited by,STR
reported by,INTEGER
zapped,INTEGER
zapped by,INTEGER
search data,STR
subject match,INTEGER
first post id,INTEGER
moved to,INTEGER
jabber,STR
disp topics,INTEGER
disp posts,INTEGER
email setting,INTEGER
notify with post,INTEGER
auto notify,INTEGER
show smilies,INTEGER
show img,INTEGER
show img sig,INTEGER
show avatars,INTEGER
show sig,INTEGER
last email sent,INTEGER
last report sent,INTEGER
registration ip,STR
admin note,STR
activate string,STR
activate key,STR
is dunur,INTEGER
discrete area,STR
discrete population,STR
dm date,TIME
dm s symb,STR
dm close,FLOAT
expenditure id,STR
is training,INTEGER
conductor id,INTEGER
year of work,INTEGER
orchestra id,INTEGER
orchestra,STR
record company,STR
year of founded,FLOAT
major record format,STR
official ratings (millions),FLOAT
show id,INTEGER
if first show,BINARY
ex id,STR
ex name,STR
ex num symb,FLOAT
team home id,INTEGER
team away id,INTEGER
team home formation,INTEGER
team away formation,INTEGER
result of team home,INTEGER
assay tax id,INTEGER
assay strain,STR
stdev,FLOAT
accepted answer id,INTEGER
creaion date,TIME
las activity date,TIME
last edit date,TIME
community owned date,TIME
owner display name,STR
last editor display name,STR
launch year,FLOAT
ram mib,FLOAT
rom mib,FLOAT
slots,STR
wi fi,STR
bluetooth,STR
graphics mode,FLOAT
char cells,STR
pixels,STR
hardware colours,FLOAT
used kb,FLOAT
map,STR
hardware model name,STR
accreditation type,STR
accreditation level,STR
chip model,STR
screen mode,STR
jmeno,STR
prijmeni,STR
za,STR
narozeni,STR
pohlavi,STR
zmena,STR
umrti,STR
t time sk,INTEGER
t time id,STR
t time,INTEGER
t hour,INTEGER
t minute,INTEGER
t second,INTEGER
t am pm,STR
t shift,STR
t sub shift,STR
t meal time,STR
legacy overlay uid,INTEGER
no index,INTEGER
no follow,INTEGER
canonical link,STR
actiontype,INTEGER
originaluserid,INTEGER
updatedon,INTEGER
source host,STR
is regexp,INTEGER
force https,INTEGER
respect query parameters,INTEGER
keep query parameters,INTEGER
target statuscode,INTEGER
hitcount,INTEGER
lasthiton,INTEGER
disable hitcount,INTEGER
filelink sorting direction,STR
nominal values,STR
sa,INTEGER
provider code,STR
experiment,INTEGER
runner,STR
machine,STR
acch open date,TIME
acch close date,TIME
poll source,STR
support rate,FLOAT
consider rate,FLOAT
oppose rate,FLOAT
unsure rate,FLOAT
game num,INTEGER
starting pos,INTEGER
severity type,STR
t/ol,STR
eng,STR
post min,STR
post w,STR
post l,STR
post t,STR
post en g,STR
post sh o,STR
post ga,STR
post sa,STR
system information id,INTEGER
database version,STR
version date,TIME
best of,INTEGER
draw size,INTEGER
loser age,FLOAT
loser entry,STR
loser hand,STR
loser ht,INTEGER
loser id,INTEGER
loser ioc,STR
loser name,STR
loser rank,INTEGER
loser rank points,INTEGER
loser seed,INTEGER
match num,INTEGER
surface,STR
tourney date,TIME
tourney id,STR
tourney level,STR
tourney name,STR
winner age,FLOAT
winner entry,STR
winner hand,STR
winner ht,INTEGER
winner ioc,STR
winner name,STR
winner rank,INTEGER
winner rank points,INTEGER
winner seed,INTEGER
l 1stin,STR
l 1stwon,STR
l 2ndwon,STR
l svgms,STR
l ace,STR
l bpfaced,STR
l bpsaved,STR
l df,STR
l svpt,STR
w 1stin,STR
w 1stwon,STR
w 2ndwon,STR
w svgms,STR
w ace,STR
w bpfaced,STR
w bpsaved,STR
w df,STR
w svpt,STR
ranking date,TIME
ranking points,INTEGER
tours,INTEGER
governor,STR
lieutenant governor,STR
comptroller,STR
attorney general,STR
us senate,STR
counties represented,STR
delegate,STR
first elected,FLOAT
committee,STR
upsell,STR
source note,STR
source organization,STR
id bod,INTEGER
id tisk,STR
id typ,STR
uplny naz,STR
uplny kon,STR
poznamka,STR
pozvanka,STR
rj,STR
pozn,STR
druh bodu,STR
id sd,STR
c customer sk,INTEGER
c customer id,STR
c current cdemo sk,INTEGER
c current hdemo sk,INTEGER
c current addr sk,INTEGER
c first shipto date sk,INTEGER
c first sales date sk,INTEGER
c salutation,STR
c first name,STR
c last name,STR
c preferred cust flag,STR
c birth day,INTEGER
c birth month,INTEGER
c birth year,INTEGER
c birth country,STR
c login,STR
c email address,STR
c last review date,STR
party theme,STR
first year,STR
last year,STR
number of hosts,INTEGER
host id,INTEGER
is main in charge,BINARY
intended nut thread,FLOAT
intended nut pitch,INTEGER
dayzero,TIME
region w,STR
region x,STR
region y,STR
region z,STR
pr info,STR
published value,FLOAT
published units,STR
standard flag,INTEGER
activity comment,STR
published activity type,STR
relevance units,FLOAT
concept drift units,FLOAT
weighted relevance units,FLOAT
cp catalog page sk,INTEGER
cp catalog page id,STR
cp start date sk,INTEGER
cp end date sk,INTEGER
cp department,STR
cp catalog number,INTEGER
cp catalog page number,INTEGER
cp description,STR
shoot catch,STR
legends id,STR
ihdb id,STR
href id,STR
first nhl,STR
last nhl,STR
first wha,STR
last wha,STR
birth mon,STR
death mon,STR
room name,STR
beds,INTEGER
bed type,STR
max occupancy,INTEGER
decor,STR
check in,STR
check out,STR
adults,INTEGER
kids,INTEGER
p comment,STR
tt id,STR
tt name,STR
tt is sell,STR
tt is mrkt,STR
staring date,STR
demographics,STR
stocked qty,INTEGER
scrapped qty,INTEGER
eventid,INTEGER
cds,STR
rtype,STR
sname,STR
dname,STR
cname,STR
enroll,INTEGER
num tst takr,INTEGER
avg scr read,INTEGER
avg scr math,INTEGER
avg scr write,INTEGER
num ge,INTEGER
pct ge,FLOAT
independence,TIME
dependent,STR
government,STR
quota date,TIME
survived,STR
died,INTEGER
se t id,FLOAT
discount pct,FLOAT
s store sk,INTEGER
s store id,STR
s rec start date,TIME
s rec end date,TIME
s closed date sk,INTEGER
s store name,STR
s number employees,INTEGER
s floor space,INTEGER
s hours,INTEGER
s manager,STR
s market id,INTEGER
s geography class,STR
s market desc,STR
s market manager,STR
s division id,INTEGER
s division name,STR
s company id,INTEGER
s company name,STR
s street number,STR
s street name,STR
s street type,STR
s suite number,STR
s county,STR
s state,STR
s gmt offset,FLOAT
cx tx id,STR
cx c id,FLOAT
fans,INTEGER
yelping since year,INTEGER
yelping since month,INTEGER
ar layout column i d,INTEGER
ar layout i d,INTEGER
ar layout column index,INTEGER
ar layout column display i d,INTEGER
ar layout column width,STR
ar layout preset i d,INTEGER
ar layout preset name,STR
ar layout column span,INTEGER
ar layout column offset,INTEGER
ar layout spacing,INTEGER
ar layout is custom,INTEGER
ar layout is preset,INTEGER
ar layout max columns,INTEGER
ar layout uses theme grid framework,INTEGER
preset,STR
ar handle,STR
pk id,INTEGER
pa id,INTEGER
pe id,INTEGER
bt id,INTEGER
ar override collection permissions,INTEGER
ar inherit permissions from area on c i d,INTEGER
ar is global,INTEGER
ar parent i d,INTEGER
ak category i d,INTEGER
ak category handle,STR
ak category allow sets,INTEGER
pkg id,INTEGER
ak id,INTEGER
ak handle,STR
ak name,STR
ak is searchable,INTEGER
ak is internal,INTEGER
ak is searchable indexed,INTEGER
at id,INTEGER
ak category,STR
as display order,INTEGER
as handle,STR
as name,STR
as is locked,INTEGER
at handle,STR
at name,STR
av id,INTEGER
auth type i d,INTEGER
auth type handle,STR
auth type name,STR
auth type is enabled,INTEGER
auth type display order,INTEGER
bw id,INTEGER
banned word,STR
wf id,INTEGER
wp id,INTEGER
u idstarted,INTEGER
u idcompleted,INTEGER
wp date completed,TIME
cv id,INTEGER
bts id,INTEGER
display order,INTEGER
bts name,STR
bts handle,STR
bts display order,INTEGER
bt ignore page theme grid framework container,INTEGER
bt handle,STR
bt name,STR
bt description,STR
bt copy when propagate,INTEGER
bt include all,INTEGER
bt is internal,INTEGER
bt supports inline edit,INTEGER
bt supports inline add,INTEGER
bt display order,INTEGER
bt interface height,INTEGER
bt interface width,INTEGER
b name,STR
b date added,TIME
b date modified,TIME
b filename,STR
b is active,STR
u id,INTEGER
bt cached block record,STR
occurrence id,INTEGER
cancelled,INTEGER
repetition id,INTEGER
repetition object,STR
ak event categories,STR
event version i d,INTEGER
version occurrence i d,INTEGER
version repetition i d,INTEGER
ev date added,TIME
ev activate date time,TIME
ev is approved,INTEGER
ev description,STR
ev name,STR
ev related page relation type,STR
related event i d,INTEGER
ca override permissions,INTEGER
event page attribute key handle,STR
enable more details,STR
event page parent i d,INTEGER
event page type i d,INTEGER
event page associated i d,INTEGER
ak meta title,STR
ak meta description,STR
ak meta keywords,STR
ak desktop priority,FLOAT
iss id,INTEGER
cb relation i d,INTEGER
cb display order,INTEGER
is original,INTEGER
cb override area permissions,INTEGER
cb include all,INTEGER
cb override block type cache settings,INTEGER
cb override block type container settings,INTEGER
cb enable block container,INTEGER
bt cache block output,INTEGER
bt cache block output on post,INTEGER
bt cache block output for registered users,INTEGER
bt cache block output lifetime,INTEGER
bt cached block output,STR
bt cached block output expires,INTEGER
c relation i d,INTEGER
cv relation i d,INTEGER
p theme i d,INTEGER
scvl id,INTEGER
scc record i d,INTEGER
cv name,STR
cv handle,STR
cv description,STR
cv date public,TIME
cv date created,TIME
cv comments,STR
cv is approved,INTEGER
cv is new,INTEGER
cv author u i d,INTEGER
cv approver u i d,INTEGER
p template i d,INTEGER
cv activate datetime,TIME
cv publish date,TIME
cv publish end date,TIME
cv date approved,TIME
c date added,TIME
c date modified,TIME
c handle,STR
config namespace,STR
config group,STR
config item,STR
cf key,STR
cf value,STR
cnv discussion i d,INTEGER
cnv discussion date created,TIME
cnv editor i d,INTEGER
cnv editor handle,STR
cnv editor name,STR
cnv editor is active,INTEGER
cnv id,INTEGER
cnv message flag type i d,INTEGER
cnv message flag type handle,STR
cnv message i d,INTEGER
cnv message attachment i d,INTEGER
f id,INTEGER
n id,INTEGER
cnv message rating i d,INTEGER
cnv rating type i d,INTEGER
cnv message review,INTEGER
cnv message author name,STR
cnv message author email,STR
cnv message author website,STR
cnv message submit user agent,STR
cnv message level,INTEGER
cnv message parent i d,INTEGER
cnv message date created,TIME
cnv message subject,STR
cnv message body,STR
cnv is message deleted,INTEGER
cnv is message approved,INTEGER
cnv message total rating score,INTEGER
cnv rating type handle,STR
cnv rating type name,STR
cnv rating type community points,INTEGER
cnv date created,TIME
cnv date last message,TIME
cnv parent message i d,INTEGER
cnv attachments enabled,INTEGER
cnv messages total,INTEGER
cnv override global permissions,INTEGER
cnv attachment overrides enabled,INTEGER
cnv max files guest,INTEGER
cnv max files registered,INTEGER
cnv max file size guest,INTEGER
cnv max file size registered,INTEGER
cnv file extensions,STR
cnv notification overrides enabled,INTEGER
cnv enable subscription,INTEGER
ds id,INTEGER
fv id,INTEGER
default view form id,STR
default edit form id,STR
plural handle,STR
label mask,STR
supports custom display order,INTEGER
result column set,STR
include in public list,INTEGER
entity results node id,INTEGER
items per page,INTEGER
ex entry i d,INTEGER
source entity id,STR
target entity id,STR
is owned by association,INTEGER
is owning association,INTEGER
target property name,STR
inversed by property name,STR
association type,STR
ex entry display order,INTEGER
ex entry date created,TIME
ex entry date modified,TIME
ex entry entity i d,STR
ak contact question first name,STR
ak contact question last name,STR
ak contact question email address,STR
ak contact question subject,STR
ak contact question message,STR
